http://rdf.freebase.com/ns/m.0gxkm	12
http://rdf.freebase.com/ns/m.0ytc	13
http://rdf.freebase.com/ns/m.025txtg	6
http://rdf.freebase.com/ns/m.049bmk	6
http://rdf.freebase.com/ns/m.01453	11
http://rdf.freebase.com/ns/m.049msk	8
http://rdf.freebase.com/ns/m.02rjz5	11
http://rdf.freebase.com/ns/m.02l01d	8
http://rdf.freebase.com/ns/m.047g98	8
http://rdf.freebase.com/ns/m.075q_	8
http://rdf.freebase.com/ns/m.08vk_r	13
http://rdf.freebase.com/ns/m.06z9f8	2
http://rdf.freebase.com/ns/m.0266sb_	5
http://rdf.freebase.com/ns/m.049n3s	3
http://rdf.freebase.com/ns/m.01k9cc	8
http://rdf.freebase.com/ns/m.049m_l	9
http://rdf.freebase.com/ns/m.080_y	7
http://rdf.freebase.com/ns/m.07r78j	12
http://rdf.freebase.com/ns/m.049bln	2
http://rdf.freebase.com/ns/m.047g6m	7
http://rdf.freebase.com/ns/m.03x6m	10
http://rdf.freebase.com/ns/m.06vv_6	7
http://rdf.freebase.com/ns/m.0f5hyg	11
http://rdf.freebase.com/ns/m.049n2l	9
http://rdf.freebase.com/ns/m.01r5xw	5
http://rdf.freebase.com/ns/m.0138mv	13
http://rdf.freebase.com/ns/m.0kr10	4
http://rdf.freebase.com/ns/m.06z9k8	4
http://rdf.freebase.com/ns/m.03tc5p	5
http://rdf.freebase.com/ns/m.01cj92	7
http://rdf.freebase.com/ns/m.0lhp1	6
http://rdf.freebase.com/ns/m.05vjt6	2
http://rdf.freebase.com/ns/m.07bb99	5
http://rdf.freebase.com/ns/m.01vqc7	7
http://rdf.freebase.com/ns/m.01_gv	13
http://rdf.freebase.com/ns/m.03h0k1	4
http://rdf.freebase.com/ns/m.03n5v	13
http://rdf.freebase.com/ns/m.01njml	6
http://rdf.freebase.com/ns/m.048xg8	7
http://rdf.freebase.com/ns/m.045xx	8
http://rdf.freebase.com/ns/m.04999m	6
http://rdf.freebase.com/ns/m.0705y1	2
http://rdf.freebase.com/ns/m.03fnrc	8
http://rdf.freebase.com/ns/m.01dwyd	8
http://rdf.freebase.com/ns/m.06l22	6
http://rdf.freebase.com/ns/m.0266shh	4
http://rdf.freebase.com/ns/m.04_bfq	8
http://rdf.freebase.com/ns/m.0lg7v	11
http://rdf.freebase.com/ns/m.03tck1	5
http://rdf.freebase.com/ns/m.0l6r_	3
http://rdf.freebase.com/ns/m.011v3	12
http://rdf.freebase.com/ns/m.03tc8d	8
http://rdf.freebase.com/ns/m.0cr8ts	2
http://rdf.freebase.com/ns/m.0kz4w	13
http://rdf.freebase.com/ns/m.049fbh	4
http://rdf.freebase.com/ns/m.0ksy_	3
http://rdf.freebase.com/ns/m.0kwv2	3
http://rdf.freebase.com/ns/m.049bp4	5
http://rdf.freebase.com/ns/m.03fnqj	5
http://rdf.freebase.com/ns/m.0122wc	6
http://rdf.freebase.com/ns/m.08pgl8	10
http://rdf.freebase.com/ns/m.0hvgt	10
http://rdf.freebase.com/ns/m.06wdqf	6
http://rdf.freebase.com/ns/m.03td5v	10
